system,algorithm,seed,run_id,modules,speedup,communication_overhead,load_balance,mq,algorithm_runtime_s,memory_mb,measured_runtime_s,sequential_runtime_s,benchmark_type,measurement_type,status,notes
demo_eight_class,DTMC-GA,16,demo_eight_class_DTMC-GA_16,2,2.7431517712290936,0.06596860852752333,0.9888071678785256,13.241000000000001,0.08461920599984296,,37.00973906656908,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,17,demo_eight_class_DTMC-GA_17,2,2.7149318092291232,0.08893545742229071,0.9842155946017612,15.324000000000002,0.08363185200141743,,38.96113403851621,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,18,demo_eight_class_DTMC-GA_18,2,2.692087549434238,0.07965098659249115,0.9666168897324607,14.717,0.08162237400028971,,38.438429690949235,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,19,demo_eight_class_DTMC-GA_19,2,2.692087549434238,0.07965098659249115,0.9666168897324607,14.717,0.08115650400031882,,38.70225219713949,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,20,demo_eight_class_DTMC-GA_20,2,2.7149318092291232,0.08893545742229071,0.9842155946017612,15.324000000000002,0.08095058400067501,,37.71171233826864,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,21,demo_eight_class_DTMC-GA_21,2,2.7149318092291232,0.08893545742229071,0.9842155946017612,15.324000000000002,0.08182573900012358,,37.59453331246826,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,22,demo_eight_class_DTMC-GA_22,2,2.565628025154093,0.08356023746819621,0.9402025502537693,14.579,0.08100988299884193,,39.531859600600896,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,23,demo_eight_class_DTMC-GA_23,2,2.717124220633625,0.09333336465745895,0.9901702185067851,15.574000000000002,0.08068913099850761,,37.40029550902013,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,24,demo_eight_class_DTMC-GA_24,2,2.7431517712290936,0.06596860852752333,0.9888071678785256,13.241000000000001,0.0810415699997975,,37.19890534012816,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,25,demo_eight_class_DTMC-GA_25,2,2.7149318092291232,0.08893545742229071,0.9842155946017612,15.324000000000002,0.08038782900075603,,37.8638833802288,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,26,demo_eight_class_DTMC-GA_26,2,2.7149318092291232,0.08893545742229071,0.9842155946017612,15.324000000000002,0.11298422700019728,,38.1419572757823,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,27,demo_eight_class_DTMC-GA_27,2,2.2666788931653237,0.15441540959035094,0.9615228950637098,16.193,0.08094197100035672,,44.44349278574807,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,28,demo_eight_class_DTMC-GA_28,2,2.7431517712290936,0.06596860852752333,0.9888071678785256,13.241000000000001,0.08111853799891833,,37.47372570235178,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,29,demo_eight_class_DTMC-GA_29,2,2.717124220633625,0.09333336465745895,0.9901702185067851,15.574000000000002,0.08108271799937938,,38.59849669886887,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,DTMC-GA,30,demo_eight_class_DTMC-GA_30,2,2.565628025154093,0.08356023746819621,0.9402025502537693,14.579,0.08098811600029876,,40.78073169536587,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,1,demo_eight_class_Bunch_1,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08247972800018033,,58.31896152827302,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,2,demo_eight_class_Bunch_2,1,1.1881065691597004,0.0,1.0,0.0,0.080480822998652,,89.02816257209759,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,3,demo_eight_class_Bunch_3,1,1.1881065691597004,0.0,1.0,0.0,0.08083338299911702,,84.51468671761874,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,4,demo_eight_class_Bunch_4,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08025536400054989,,59.36957907574963,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,5,demo_eight_class_Bunch_5,1,1.1881065691597004,0.0,1.0,0.0,0.08181898500151874,,88.159177284785,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,6,demo_eight_class_Bunch_6,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08169780199932575,,57.7817665348714,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,7,demo_eight_class_Bunch_7,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08053639599893359,,59.96434256220488,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,8,demo_eight_class_Bunch_8,1,1.1881065691597004,0.0,1.0,0.0,0.08093070900031307,,86.85450854538031,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,9,demo_eight_class_Bunch_9,1,1.1881065691597004,0.0,1.0,0.0,0.080762085999595,,87.33477934772323,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,10,demo_eight_class_Bunch_10,2,1.9069223360541168,0.012216408986578395,0.7710400588019111,0.6150000000000001,0.0807818449993647,,53.54543896602309,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,11,demo_eight_class_Bunch_11,1,1.1881065691597004,0.0,1.0,0.0,0.08054229600020335,,85.0479372002683,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,12,demo_eight_class_Bunch_12,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.0807192659995053,,60.321756455774754,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,13,demo_eight_class_Bunch_13,1,1.1881065691597004,0.0,1.0,0.0,0.08109555300143256,,81.67327377525596,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,14,demo_eight_class_Bunch_14,2,1.9069223360541168,0.012216408986578395,0.7710400588019111,0.6150000000000001,0.08276962000127241,,52.794856133944094,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,15,demo_eight_class_Bunch_15,1,1.1881065691597004,0.0,1.0,0.0,0.07988747600029455,,86.97392763299304,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,16,demo_eight_class_Bunch_16,1,1.1881065691597004,0.0,1.0,0.0,0.08289318599963735,,88.5431934365748,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,17,demo_eight_class_Bunch_17,2,1.275540201045683,0.008795814470336444,0.14090128815262448,0.761,0.0811370840001473,,82.2926634357334,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,18,demo_eight_class_Bunch_18,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.11029177499949583,,58.815684856818855,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,19,demo_eight_class_Bunch_19,1,1.1881065691597004,0.0,1.0,0.0,0.08088261199918634,,87.11718653658889,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,20,demo_eight_class_Bunch_20,1,1.1881065691597004,0.0,1.0,0.0,0.08070515600047656,,87.27042592893834,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,21,demo_eight_class_Bunch_21,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.080970975001037,,57.830590931339366,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,22,demo_eight_class_Bunch_22,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08180888500100991,,58.72513284958756,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,23,demo_eight_class_Bunch_23,2,2.2638670947582327,0.02492147433261993,0.9605459645792919,2.1639999999999997,0.08624017600050138,,46.30966834299913,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,24,demo_eight_class_Bunch_24,1,1.1881065691597004,0.0,1.0,0.0,0.0814944400008244,,86.34041451448384,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,25,demo_eight_class_Bunch_25,1,1.1881065691597004,0.0,1.0,0.0,0.0804482370003825,,87.0714049351974,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,26,demo_eight_class_Bunch_26,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08265047800159664,,60.67949732839825,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,27,demo_eight_class_Bunch_27,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08049091099928773,,61.27445574810841,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,28,demo_eight_class_Bunch_28,2,1.7164223601389124,0.008307158110873309,0.6301387706492866,0.302,0.08173408000038762,,60.34635246683574,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,29,demo_eight_class_Bunch_29,1,1.1881065691597004,0.0,1.0,0.0,0.08261954199952015,,85.99491652355734,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,Bunch,30,demo_eight_class_Bunch_30,1,1.1881065691597004,0.0,1.0,0.0,0.08069473700015806,,84.48073306562908,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,1,demo_eight_class_FCA_1,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0012938049985677935,,61.32969811561926,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,2,demo_eight_class_FCA_2,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.001180864999696496,,59.91198117217964,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,3,demo_eight_class_FCA_3,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0013326339994819136,,61.24933237374963,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,4,demo_eight_class_FCA_4,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0012138050005887635,,60.56707901121837,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,5,demo_eight_class_FCA_5,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0012023780000163242,,59.33202701259331,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,6,demo_eight_class_FCA_6,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.001140385000326205,,59.07911236015571,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,7,demo_eight_class_FCA_7,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011453829993115505,,58.699117966170505,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,8,demo_eight_class_FCA_8,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011266840010648593,,60.74604725707362,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,9,demo_eight_class_FCA_9,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0012175299998489209,,58.795128375428376,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,10,demo_eight_class_FCA_10,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011496389997773804,,58.689552469308566,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,11,demo_eight_class_FCA_11,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0013507610001397552,,58.91188572759692,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,12,demo_eight_class_FCA_12,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.001138751998951193,,59.226743486568864,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,13,demo_eight_class_FCA_13,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.001115527000365546,,60.58110355365737,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,14,demo_eight_class_FCA_14,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011196539999218658,,60.300982151116855,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,15,demo_eight_class_FCA_15,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011529539988259785,,60.82892968896794,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,16,demo_eight_class_FCA_16,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0011680570005410118,,59.87040127406148,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,17,demo_eight_class_FCA_17,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0012286270011827582,,61.493186414022915,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
demo_eight_class,FCA,18,demo_eight_class_FCA_18,2,1.7182724814686763,0.10457246092511106,0.7983243316167269,3.6189999999999998,0.0016661350000504171,,60.55280811403997,102.32139423076923,phase3B_csv_fixture,deterministic_model_run_with_surrogate_runtime_validation,phase3B_generated,Generated by Phase 3B executable benchmark-suite runner from included CSV fixture; not external large-system runtime evidence
